"Service Tag","System Type","Ship Date","Dell IBU","Description","Provider","Warrenty Extension Notice *","Start Date","End Date","Days Left"
"hjclbd1","optiplex 745","7/22/2007","americas","next business day support","uny","no","7/21/2008","7/21/2010","0",""
"38klbd1","inspiron 1520","7/23/2007","americas","dell","7/23/2007","7/22/2008","0","next business day support","bsc","7/23/2007","7/22/2008","0",""
"crglbd1","latitude d620","7/23/2007","latin america","complete care","dell","no","7/23/2007","7/22/2010","0","client gold support / prosupport","dell","no","7/23/2007","7/22/2010","0","next business day support","uny","no","7/22/2008","7/22/2010","0",""
"WZ7LBD1","No warranty information found."
"6nplbd1","optiplex 745","7/22/2007","americas","client gold support / prosupport","dell","no","10/19/2008","10/19/2010","0","next business day support","uny","no","10/19/2008","10/19/2010","0",""
"EOWLBD1","No warranty information found."
"ZS8LBD1","No warranty information found."
"AMJLBD1","No warranty information found."
"ZMFLBD1","No warranty information found."
"2xjlbd1","xps/dimension 410/9200","7/21/2007","canada","limited technical support","dell","no","7/21/2007","7/20/2008","0","next business day support","wang","no","7/21/2007","7/20/2008","0",""
"UAXLBD1","No warranty information found."
"83clbd1","optiplex 745","7/22/2007","americas","next business day support","uny","no","7/21/2008","7/21/2010","0",""
"VURLBD1","No warranty information found."
"LFWLBD1","No warranty information found."
"1ytlbd1","optiplex 745","8/23/2007","latin america","next business day support","uny","no","7/20/2008","7/20/2010","0",""
"KK1LBD1","No warranty information found."
"VAMLBD1","No warranty information found."
"7frlbd1","xps/dimension 410/9200","7/22/2007","americas","qlx","7/21/2008","7/21/2010","0","xps technical support","dell","7/21/2008","7/21/2010","0",""
"fv9lbd1","latitude d620","7/25/2007","americas","next business day support","uny","no","7/24/2008","7/24/2010","0","client gold support / prosupport","dell","no","7/24/2008","7/24/2010","0",""
"M3LLBD1","No warranty information found."
"PKWLBD1","No warranty information found."
"f67lbd1","optiplex 745","7/25/2007","canada","next business day support","uny","no","7/24/2008","7/24/2011","187",""
"KKQLBD1","No warranty information found."
"28ELBD1","No warranty information found."
"fc2lbd1","latitude d420","8/2/2007","latin america","complete care","dell","no","7/26/2007","7/25/2010","0","next business day support","uny","no","7/25/2008","7/25/2010","0",""
"XQ7LBD1","No warranty information found."
"4RULBD1","No warranty information found."
"ZDILBD1","No warranty information found."
"3zqlbd1","xps/dimension 410/9200","7/22/2007","americas","qlx","7/21/2008","7/21/2010","0","xps technical support","dell","7/21/2008","7/21/2010","0",""
"PY5LBD1","No warranty information found."
"EMCLBD1","No warranty information found."
"LL2LBD1","No warranty information found."
"HR4LBD1","No warranty information found."
"ATKLBD1","No warranty information found."
"JWOLBD1","No warranty information found."
"ZYHLBD1","No warranty information found."
"NECLBD1","No warranty information found."
"VGBLBD1","No warranty information found."
"4ICLBD1","No warranty information found."
"K7ILBD1","No warranty information found."
"6A4LBD1","No warranty information found."
"L4BLBD1","No warranty information found."
"jgylbd1","optiplex 745","7/21/2007","americas","next business day support","uny","no","7/20/2008","7/20/2011","183",""
"I1ZLBD1","No warranty information found."
"OFMLBD1","No warranty information found."
"TVOLBD1","No warranty information found."
"LQ9LBD1","No warranty information found."
"5vjlbd1","xps/dimension 410/9200","7/21/2007","canada","limited technical support","dell","no","7/21/2007","7/20/2008","0","next business day support","wang","no","7/21/2007","7/20/2008","0",""
"47dlbd1","latitude d620","7/25/2007","americas","next business day support","uny","no","7/24/2008","10/22/2010","0",""
